instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,code,sem,title,iscross
STAFF,TBA;,TBA,15,0,10,15,NA,0,0,5,NA,FALSE,ANTH208,Spring2019,Crafting Ethnography,FALSE
"Ulysse,Gina Athena",..T.R.. 10:20AM-11:40AM;,TBA,30,4,4,30,NA,4,6,6,6,FALSE,ANTH231,Spring2019,"Post-Zora Interventions: Art, Activism and Anthropology",FALSE
"Ulysse,Gina Athena",..T.... 07:10PM-10:00PM;,TBA,14,0,0,14,0,0,0,0,0,FALSE,ANTH232,Spring2019,Alter(ed)native Approaches: Middletown Lives,FALSE
"Sharma,Anu (Aradhana)",.M.W... 10:50AM-12:10PM;,TBA,25,4,6,25,NA,2,4,9,NA,FALSE,ANTH259,Spring2019,"Development, Disasters, and Beyond",FALSE
"Sharma,Anu (Aradhana)",..T.... 01:20PM-04:10PM;,TBA,15,6,9,15,NA,NA,NA,NA,NA,FALSE,ANTH296,Spring2019,Theory 2: Anthropology and Capitalist Globalization,FALSE
"Kauanui,J. Kehaulani",....R.. 01:20PM-04:10PM;,TBA,15,8,7,15,NA,0,0,NA,NA,FALSE,ANTH315,Spring2019,Anarchist Anthropology,FALSE
"Skillman,Gilbert L.",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS220,Fall2018,Sophomore Economics Tutorial: Topics in the History of Economic Thought,FALSE
"Wiliarty,Sarah E.",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS230,Fall2018,Sophomore Government Tutorial: State and Society in the Modern Age,FALSE
"Grimmer-Solem,Erik",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS240,Fall2018,Sophomore History Tutorial: The Emergence of Modern Europe,FALSE
"Moon,J. Donald",.M.W... 01:20PM-02:40PM;,TBA,30,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS271,Fall2018,Sophomore Colloquium: Modern Social Theory,FALSE
"Adelstein,Richard P.",...W.F. 02:50PM-04:10PM;,TBA,30,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS391,Fall2018,Senior Colloquium: Crime and Punishment,FALSE
"Skillman,Gilbert L.",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS220,Spring2019,Sophomore Economics Tutorial: Topics in the History of Economic Thought,FALSE
"Skillman,Gilbert L.",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS220,Spring2019,Sophomore Economics Tutorial: Topics in the History of Economic Thought,FALSE
"Willarty,Sarah",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS230,Spring2019,Sophomore Government Tutorial: State and Society in the Modern Age,FALSE
"Willarty,Sarah",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS230,Spring2019,Sophomore Government Tutorial: State and Society in the Modern Age,FALSE
"Grimmer-Solem,Erik",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS240,Spring2019,Sophomore History Tutorial: The Emergence of Modern Europe,FALSE
"Grimmer-Solem,Erik",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS240,Spring2019,Sophomore History Tutorial: The Emergence of Modern Europe,FALSE
"Rayack,Wendy",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS320,Spring2019,Junior Economics Tutorial: Wealth in a Global Context,FALSE
"Rayack,Wendy",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS320,Spring2019,Junior Economics Tutorial: Wealth in a Global Context,FALSE
"Gallarotti,Giulio",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS330,Spring2019,Junior Government Tutorial: Political Treatises that Changed the World,FALSE
"Gallarotti,Giulio",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS330,Spring2019,Junior Government Tutorial: Political Treatises that Changed the World,FALSE
"Miller,Cecilia",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS340,Spring2019,Junior History Tutorial: World History,FALSE
"Miller,Cecilia",.....F. 02:00PM-04:00PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS340,Spring2019,Junior History Tutorial: World History,FALSE
"Kaye,Kerwin",.M.W... 01:20PM-02:40PM;,TBA,30,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,CSS371,Spring2019,Junior Colloquium: Liberalism and Its Discontents,FALSE
"Rayack,Wendy",..T.R.. 10:20AM-11:40AM;,TBA,90,NA,NA,90,NA,2,3,30,55,FALSE,ECON101,Fall2018,Introduction to Economics,FALSE
"Adelstein,Richard P.",.M.W.F. 09:50AM-10:40AM;,TBA,45,0,0,45,NA,0,0,10,35,FALSE,ECON110,Fall2018,Introduction to Economic Theory,FALSE
"Yohe,Gary W.",..T.R.. 01:20PM-02:40PM;,TBA,40,0,0,40,NA,0,0,30,10,FALSE,ECON110,Fall2018,Introduction to Economic Theory,FALSE
"Kuenzel,David Julian",.M.W... 02:50PM-04:10PM;,TBA,40,0,0,40,NA,0,0,20,20,FALSE,ECON110,Fall2018,Introduction to Economic Theory,FALSE
"Gosman,Martin",..T.R.. 02:50PM-04:10PM;,TBA,35,10,10,35,NA,5,5,5,NA,FALSE,ECON127,Fall2018,Introduction to Financial Accounting,TRUE
"Moursli,Reda",.M.W... 02:50AM-04:10AM;,TBA,35,5,5,35,NA,5,5,15,0,FALSE,ECON231,Fall2018,Corporate Governance,FALSE
"Boulware,Karl David",.M.W... 02:50PM-04:10PM;,TBA,35,5,15,35,NA,0,0,15,0,FALSE,ECON237,Fall2018,Financial Crises: Beginning to End,FALSE
"Lorenzo,Michael William",.M.W... 01:20PM-02:40PM;,TBA,35,0,5,35,NA,5,5,20,0,FALSE,ECON241,Fall2018,"Money, Banking, and Financial Markets",FALSE
STAFF,..T.R.. 10:20AM-11:40AM;,TBA,35,5,10,35,NA,0,5,15,0,FALSE,ECON251,Fall2018,Economics of Alexanders Hamilton's America,FALSE
"Hornstein,Abigail S.   Kaparakis,Emmanuel I.",..T.R.. 08:50AM-10:10AM; .....F. 09:20AM-10:40AM;,TBA,33,0,0,33,NA,0,3,30,0,FALSE,ECON300,Fall2018,Quantitative Methods in Economics,FALSE
"Wang,Peter    Kaparakis,Emmanuel I.",.M.W.F. 01:20PM-02:40PM;,TBA,33,0,0,33,NA,0,3,30,0,FALSE,ECON300,Fall2018,Quantitative Methods in Economics,FALSE
"Boulware,Karl David   Kaparakis,Emmanuel I.",.M.W.F. 10:50AM-12:10PM;,TBA,33,0,0,33,NA,0,3,30,0,FALSE,ECON300,Fall2018,Quantitative Methods in Economics,FALSE
"Sheehan-Connor,Damien Francis",..T.R.. 10:20AM-11:40AM;,TBA,35,0,25,35,NA,0,0,10,0,FALSE,ECON301,Fall2018,Microeconomic Analysis,FALSE
"Hogendorn,Christiaan",..T.R.. 02:50PM-04:10PM;,TBA,35,5,20,35,NA,0,0,10,0,FALSE,ECON301,Fall2018,Microeconomic Analysis,FALSE
"Bonin,John P.",..T.R.. 01:20PM-02:40PM;,TBA,35,5,20,35,NA,0,0,10,0,FALSE,ECON301,Fall2018,Microeconomic Analysis,FALSE
"Kuenzel,David Julian",.M.W... 10:50AM-12:10PM;,TBA,35,5,10,35,NA,0,5,15,0,FALSE,ECON302,Fall2018,Macroeconomic Analysis,FALSE
"Bandaogo,Mahama Samir",..T.R.. 08:50AM-10:10AM;,TBA,35,5,10,35,NA,0,5,15,0,FALSE,ECON302,Fall2018,Macroeconomic Analysis,FALSE
STAFF,..T.R.. 02:50PM-04:10PM;,TBA,35,5,10,35,NA,0,5,15,0,FALSE,ECON302,Fall2018,Macroeconomic Analysis,FALSE
"Sheehan-Connor,Damien Francis",..T.R.. 01:20PM-02:40PM;,TBA,25,18,7,25,NA,0,0,0,0,FALSE,ECON308,Fall2018,Healthcare Economics,FALSE
"Yohe,Gary W.",..T.R.. 08:50AM-10:10AM;,TBA,25,8,4,25,NA,7,3,3,0,FALSE,ECON310,Fall2018,Environmental and Resource Economics,FALSE
"Rayack,Wendy",.....F. 01:20PM-04:10PM;,TBA,25,15,10,25,NA,0,0,0,NA,FALSE,ECON319,Fall2018,Low-wage Labor Markets - A Data-driven Exploration,FALSE
"Hogendorn,Christiaan",.M.W... 02:50PM-04:10PM;,TBA,25,15,10,25,NA,0,0,0,0,FALSE,ECON321,Fall2018,Industrial Organization,FALSE
"Hornstein,Abigail S.",..T.R.. 10:20AM-11:40AM;,TBA,25,13,12,25,NA,0,0,0,0,FALSE,ECON328,Fall2018,Investment Finance,FALSE
"Bandaogo,Mahama Samir",..T.R.. 02:50PM-04:10PM;,TBA,25,15,10,25,NA,0,0,0,0,FALSE,ECON331,Fall2018,Open-Economy Macroeconomics,FALSE
"Lorenzo,Michael William",.M.W... 08:20AM-09:40AM;,TBA,25,10,7,25,NA,5,3,0,0,FALSE,ECON349,Fall2018,Economic Growth,FALSE
"Grossman,Richard S.",.M.W... 02:50PM-04:10PM;,TBA,25,8,12,25,NA,2,3,0,NA,FALSE,ECON357,Fall2018,Topics in European Economic History,FALSE
"Keats,Anthony Bruno",.M.W... 02:50PM-04:10PM;,TBA,25,10,15,25,NA,0,0,0,0,FALSE,ECON366,Fall2018,The Economics of Developing Countries,FALSE
"Wang,Peter",.M.W... 08:20AM-09:40AM;,TBA,25,15,10,25,NA,0,0,0,0,FALSE,ECON371,Fall2018,International Trade,FALSE
"Moursli,Reda",.M.W... 10:50AM-12:10PM;,TBA,25,15,10,25,NA,0,0,0,0,FALSE,ECON385,Fall2018,Econometrics,FALSE
"Grossman,Richard S.",.M.W... 02:50PM-04:10PM;,TBA,95,NA,NA,95,5,10,10,20,50,FALSE,ECON101,Spring2019,Introduction to Economics,FALSE
"Kuenzel,David Julian",.M.W... 02:50PM-04:10PM;,TBA,45,0,0,45,NA,0,0,15,30,FALSE,ECON110,Spring2019,Introduction to Economic Theory,FALSE
"Hogendorn,Christiaan",..T.R.. 02:50PM-04:10PM;,TBA,45,0,0,45,NA,0,0,10,35,FALSE,ECON110,Spring2019,Introduction to Economic Theory,FALSE
"Hogendorn,Christiaan",.M.W... 01:20PM-02:40PM;,TBA,45,0,0,45,NA,0,0,20,25,FALSE,ECON110,Spring2019,Introduction to Economic Theory,FALSE
"Gosman,Martin",..T.R.. 02:50PM-04:10PM;,TBA,35,10,10,35,NA,5,5,5,NA,FALSE,ECON127,Spring2019,Introduction to Financial Accounting,TRUE
"Lorenzo,Michael William",..T.R.. 01:20PM-02:40PM;,TBA,35,5,5,35,NA,5,5,10,5,FALSE,ECON255,Spring2019,Introduction to Open-Economy Macroeconomics,FALSE
"Keats,Anthony Bruno",.M.W... 02:50PM-04:10PM;,TBA,35,10,10,35,NA,5,5,5,0,FALSE,ECON266,Spring2019,The Economics of Developing Countries--Lower Level,FALSE
"Kuenzel,David Julian",.M.W... 10:50AM-12:10PM;,TBA,35,5,10,35,NA,0,5,15,0,FALSE,ECON270,Spring2019,International Economics,FALSE
"Bandaogo,Mahama Samir",..T.R.. 08:50AM-10:10AM;,TBA,35,5,10,35,NA,0,5,10,5,FALSE,ECON273,Spring2019,Economic Growth and Development in Sub-Saharan Africa,FALSE
"Boulware,Karl David   Kaparakis,Emmanuel I.",.M.W... 08:20AM-09:40AM; .....F. 09:20AM-10:40AM;,TBA,33,0,0,33,NA,0,3,30,0,FALSE,ECON300,Spring2019,Quantitative Methods in Economics,FALSE
"Wang,Peter    Kaparakis,Emmanuel I.",.M.W... 01:20PM-02:40PM; .....F. 01:20PM-02:40PM;,TBA,33,0,0,33,NA,0,3,30,0,FALSE,ECON300,Spring2019,Quantitative Methods in Economics,FALSE
"Hornstein,Abigail S.   Kaparakis,Emmanuel I.",..T.R.. 10:20AM-11:40AM; .....F. 10:50AM-12:10PM;,TBA,33,0,0,33,NA,0,3,30,0,FALSE,ECON300,Spring2019,Quantitative Methods in Economics,FALSE
"Skillman,Gilbert L.",...W.F. 10:50AM-12:10PM;,TBA,35,5,20,35,NA,0,0,10,0,FALSE,ECON301,Spring2019,Microeconomic Analysis,FALSE
STAFF,.M.W... 02:50PM-04:10PM;,TBA,35,5,20,35,NA,0,0,10,0,FALSE,ECON301,Spring2019,Microeconomic Analysis,FALSE
STAFF,..T.R.. 10:20AM-11:40AM;,TBA,35,5,10,35,NA,0,5,15,0,FALSE,ECON302,Spring2019,Macroeconomic Analysis,FALSE
"Bandaogo,Mahama Samir",..T.R.. 02:50PM-04:10PM;,TBA,35,5,10,35,NA,0,5,15,0,FALSE,ECON302,Spring2019,Macroeconomic Analysis,FALSE
"Hornstein,Abigail S.",....R.. 01:20PM-04:10PM;,TBA,12,12,0,12,NA,NA,NA,NA,NA,FALSE,ECON327,Spring2019,The Global Firm:  A Calderwood Public Writing Seminar,FALSE
"Moursli,Reda",..T.R.. 10:20AM-11:40AM;,TBA,25,15,10,25,NA,0,0,0,0,FALSE,ECON329,Spring2019,Corporate Finance,FALSE
"Lorenzo,Michael William",..T.R.. 08:50AM-10:10AM;,TBA,25,13,12,25,NA,0,0,0,NA,FALSE,ECON341,Spring2019,"Money, Banking, and Financial Markets",FALSE
"Boulware,Karl David",.M.W... 02:50PM-04:10PM;,TBA,25,10,10,25,NA,5,0,0,0,FALSE,ECON347,Spring2019,Transmission Mechanisms of Monetary Policy,FALSE
STAFF,..T.R.. 02:50PM-04:10PM;,TBA,35,0,0,35,0,0,0,0,0,FALSE,ECON356,Spring2019,American Macroeconomic Policy,FALSE
"Keats,Anthony Bruno",.M.W... 10:50AM-12:10PM;,TBA,25,10,15,25,NA,0,0,0,0,FALSE,ECON366,Spring2019,The Economics of Developing Countries,FALSE
"Moursli,Reda",..T.R.. 02:50PM-04:10PM;,TBA,25,13,12,25,NA,0,0,0,0,FALSE,ECON385,Spring2019,Econometrics,FALSE
"Dancey,Logan M.",..T.R.. 10:20AM-11:40AM;,TBA,35,NA,NA,35,NA,NA,NA,10,25,FALSE,GOVT151,Fall2018,American Government and Politics,FALSE
"Peck,Justin Craig",.M.W... 10:50AM-12:10PM;,TBA,35,NA,NA,35,NA,NA,NA,10,25,FALSE,GOVT151,Fall2018,American Government and Politics,FALSE
"Eisner,Marc A.",.M.W... 08:20AM-09:40AM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,American Government and Politics (FYS),FALSE
"Foyle,Douglas C.",..T.R.. 08:50AM-10:10AM;,TBA,35,NA,NA,35,NA,NA,NA,18,17,FALSE,GOVT155,Fall2018,International Politics,FALSE
"Gallarotti,Giulio",.M.W... 08:20AM-09:40AM;,TBA,19,NA,NA,19,NA,NA,NA,11,8,FALSE,GOVT155,Fall2018,International Politics,FALSE
"Gallarotti,Giulio",.M.W... 10:50AM-12:10PM;,TBA,19,NA,NA,19,NA,NA,NA,8,11,FALSE,GOVT155,Fall2018,International Politics,FALSE
"Matesan,Ioana Emy",.M.W... 10:50AM-12:10PM;,TBA,35,NA,NA,35,NA,NA,NA,20,15,FALSE,GOVT157,Fall2018,Democracy and Dictatorship: Politics in the Contemporary World,FALSE
"Chakravarti,Sonali",..T.R.. 10:20AM-11:40AM;,TBA,35,NA,NA,35,NA,NA,NA,15,20,FALSE,GOVT159,Fall2018,The Moral Basis of Politics,FALSE
"Kaparakis,Emmanuel I.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Fall2018,Applied Data Analysis,TRUE
"Nazzaro,Valerie L.   Kaparakis,Emmanuel I.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Fall2018,Applied Data Analysis,TRUE
"Kaparakis,Emmanuel I.",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Fall2018,Applied Data Analysis,TRUE
"Kabacoff,Robert Ira   Kaparakis,Emmanuel I.",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Fall2018,Applied Data Analysis,TRUE
"Krupicka,Benjamin Thomas",.M.W... 08:20AM-09:40AM;,TBA,25,10,8,25,NA,5,2,0,NA,FALSE,GOVT203,Fall2018,American Constitutional Law,FALSE
"Peck,Justin Craig",..T.R.. 02:50PM-04:10PM;,TBA,25,9,8,25,NA,2,2,4,NA,FALSE,GOVT217,Fall2018,The American Presidency,FALSE
"Dancey,Logan M.",.M.W... 02:50PM-04:10PM;,TBA,25,8,8,25,NA,2,2,5,NA,FALSE,GOVT232,Fall2018,Campaigns and Elections,FALSE
"Rutland,Peter",..T.R.. 10:20AM-11:40AM;,TBA,25,6,6,25,NA,5,5,3,NA,FALSE,GOVT278,Fall2018,Nationalism,FALSE
"Rutland,Peter",.M.W... 10:50AM-12:10PM;,TBA,24,5,5,24,NA,5,5,4,0,FALSE,GOVT303,Fall2018,The Evolution of War,FALSE
"Foyle,Douglas C.",..T.R.. 10:20AM-11:40AM;,TBA,25,0,13,25,NA,0,0,12,NA,FALSE,GOVT311,Fall2018,United States Foreign Policy,FALSE
"Gallarotti,Giulio",...W... 01:20PM-04:10PM;,TBA,18,11,7,18,NA,0,0,0,NA,FALSE,GOVT326,Fall2018,Political Consulting for International Business,FALSE
"Barnhart Trager,Joslyn",..T.R.. 02:50PM-04:10PM;,TBA,25,13,12,25,NA,0,0,NA,NA,FALSE,GOVT332,Fall2018,Psychology and International Politics,FALSE
"Franklin Fowler,Erika",..T.R.. 10:20AM-11:40AM;,TBA,15,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,GOVT378,Fall2018,Advanced Topics in Media Analysis,FALSE
"Barnhart Trager,Joslyn",..T.R.. 10:20AM-11:40AM;,TBA,25,15,10,25,NA,0,0,NA,NA,FALSE,GOVT386,Fall2018,The Nuclear Age in World Politics,FALSE
"Chakravarti,Sonali",..T.... 01:20PM-04:10PM;,TBA,15,6,6,15,NA,3,0,0,0,FALSE,GOVT398,Fall2018,What Is the Good Life?,FALSE
"Krupicka,Benjamin Thomas",..T.R.. 10:20AM-11:40AM;,TBA,19,NA,NA,19,NA,NA,NA,7,12,FALSE,GOVT151,Spring2019,American Government and Politics,FALSE
"Barnhart Trager,Joslyn",..T.R.. 10:20AM-11:40AM;,TBA,35,NA,NA,35,NA,NA,NA,18,17,FALSE,GOVT155,Spring2019,International Politics,FALSE
"Krupicka,Benjamin Thomas",..T.R.. 02:50PM-04:10PM;,TBA,19,NA,NA,19,NA,NA,NA,7,12,FALSE,GOVT159,Spring2019,The Moral Basis of Politics,FALSE
"Kaparakis,Emmanuel I.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Spring2019,Applied Data Analysis,TRUE
"Nazzaro,Valerie L.   Kaparakis,Emmanuel I.",..T.R.. 01:20PM-02:40PM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Spring2019,Applied Data Analysis,TRUE
"Kaparakis,Emmanuel I.",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Spring2019,Applied Data Analysis,TRUE
"Kabacoff,Robert Ira   Kaparakis,Emmanuel I.",..T.R.. 10:20AM-11:40AM; .....F. 01:00PM-03:00PM;,TBA,18,0,0,18,NA,2,6,10,0,FALSE,QAC201,Spring2019,Applied Data Analysis,TRUE
"Eisner,Marc A.",.M.W... 08:20AM-09:40AM;,TBA,25,6,7,25,NA,4,5,3,NA,FALSE,GOVT206,Spring2019,Public Policy,TRUE
"Franklin Fowler,Erika",..T.R.. 01:20PM-02:40PM;,TBA,24,6,8,24,NA,1,2,7,NA,FALSE,GOVT214,Spring2019,Media and Politics,FALSE
"Dancey,Logan M.",.M.W... 10:50AM-12:10PM;,TBA,25,8,8,25,NA,2,2,5,NA,FALSE,GOVT215,Spring2019,Congressional Policy Making,FALSE
"Krupicka,Benjamin Thomas",...W... 01:20PM-04:10PM;,TBA,15,6,6,15,NA,2,1,0,NA,FALSE,GOVT250,Spring2019,Civil Liberties,FALSE
"Peck,Justin Craig",..T.R.. 10:20AM-11:40AM;,TBA,25,5,5,25,NA,5,5,5,NA,FALSE,GOVT253,Spring2019,The American National Security State,FALSE
"Matesan,Ioana Emy",.M.W... 10:50AM-12:10PM;,TBA,25,5,7,25,NA,3,4,6,NA,FALSE,GOVT270,Spring2019,Comparative Politics of the Middle East,FALSE
"Rutland,Peter",..T.R.. 01:20PM-02:40PM;,TBA,25,8,7,25,NA,4,4,2,NA,FALSE,GOVT274,Spring2019,Russian Politics,TRUE
"Willarty,Sarah",..T.R.. 02:50PM-04:10PM;,TBA,25,7,7,25,NA,3,3,5,NA,FALSE,GOVT284,Spring2019,Comparative Politics of Western Europe,FALSE
"Matesan,Ioana Emy",.M.W... 02:50PM-04:10PM;,TBA,25,8,8,25,NA,3,3,3,NA,FALSE,GOVT298,Spring2019,Terrorism and Film,FALSE
"Cassidy,Robert",..T.... 01:20PM-04:10PM;,TBA,16,0,0,16,NA,6,6,2,2,FALSE,CSPL330,Spring2019,Policy and Strategy in War and Peace,TRUE
"Foyle,Douglas C.",..T.R.. 08:50AM-10:10AM;,TBA,25,12,13,25,NA,0,0,0,NA,FALSE,GOVT334,Spring2019,International Security in a Changing World,FALSE
"Chakravarti,Sonali",..T.R.. 10:20AM-11:40AM;,TBA,25,5,10,25,NA,3,2,5,NA,FALSE,GOVT338,Spring2019,Modern Political Theory,FALSE
"Chakravarti,Sonali",..T.R.. 01:20PM-02:40PM;,TBA,25,10,5,25,NA,5,5,0,NA,FALSE,GOVT355,Spring2019,Political Theory and Transitional Justice,FALSE
"Franklin Fowler,Erika",..T.R.. 08:50AM-10:10AM;,TBA,20,2,10,20,NA,0,0,8,NA,FALSE,GOVT366,Spring2019,Empirical Methods for Political Science,FALSE
"Dancey,Logan M.",..T.... 01:20PM-04:10PM;,TBA,15,8,4,15,NA,2,1,NA,NA,FALSE,GOVT373,Spring2019,Congressional Reform,FALSE
"Peck,Justin Craig",...W... 01:20PM-04:10PM;,TBA,15,7,3,15,NA,3,2,0,NA,FALSE,GOVT375,Spring2019,American Political Development,FALSE
"Foyle,Douglas C.",..T.R.. 10:20AM-11:40AM;,TBA,15,8,7,15,NA,0,0,NA,NA,FALSE,GOVT387,Spring2019,Foreign Policy at the Movies,FALSE
"Gallarotti,Giulio",...W.F. 10:50AM-12:10PM;,TBA,30,18,12,30,NA,0,0,0,0,FALSE,GOVT389,Spring2019,The Global Village: Globalization in the Modern World,FALSE
"Lennox,Jeffers",..T.R.. 01:20PM-02:40PM;,TBA,19,NA,NA,19,NA,NA,NA,11,8,FALSE,HIST175,Fall2018,Introduction to History: The Atlantic World to 1850,FALSE
"Erickson,Paul Hilding",.M..... 01:20PM-04:10PM;,TBA,19,NA,NA,19,NA,NA,NA,19,NA,FALSE,HIST176,Fall2018,Introduction to History: Science in the Making: Thinking Historically About Science,TRUE
"Eudell,Demetrius L.",..T.... 04:30PM-05:50PM;,TBA,10,0,0,10,NA,0,0,0,10,FALSE,HIST195,Fall2018,Mellon Mays Seminar,FALSE
"Greene,Nathanael",.M.W.F. 08:50AM-09:40AM;,TBA,45,6,6,45,NA,5,8,10,10,FALSE,HIST203,Fall2018,Modern Europe,FALSE
"Lennox,Jeffers",..T.R.. 10:20AM-11:40AM;,TBA,29,4,4,29,NA,4,4,8,5,FALSE,HIST238,Fall2018,"Liberty and Loyalism: Reconfiguring North America in the Age of Revolution, 1774-1848",FALSE
"Eudell,Demetrius L.",..T.R.. 02:50PM-04:10PM;,TBA,30,5,5,30,NA,5,5,5,5,FALSE,HIST253,Fall2018,"Slavery, Race, and Indigeneity in Early America",FALSE
"Erickson,Paul Hilding",..T.R.. 08:50AM-10:10AM;,TBA,40,6,6,40,NA,4,4,10,10,FALSE,HIST254,Fall2018,Science in Western Culture,TRUE
"Grimmer-Solem,Erik",.M.W... 01:20PM-02:40PM;,TBA,25,3,5,0,NA,2,5,5,5,FALSE,HIST280,Fall2018,The Industrial Revolution in Global Context: Economic History Since 1800,FALSE
"Miller,Cecilia",.....F. 01:20PM-04:10PM;,TBA,32,5,7,32,NA,5,5,5,5,FALSE,HIST294,Fall2018,Political Fiction,FALSE
"L�pez Fadul,Valeria",..T.R.. 10:20AM-11:40AM;,TBA,30,4,4,30,NA,3,3,8,8,FALSE,HIST296,Fall2018,Colonial Latin America,TRUE
"Twagira,Laura Ann",..T.... 01:20PM-04:10PM;,TBA,15,0,0,15,0,5,5,5,NA,FALSE,CHUM349,Fall2018,Body Histories in Africa,TRUE
"Schatz,Ronald W.",.M..... 01:20PM-04:10PM;,TBA,15,3,4,15,NA,2,3,3,0,FALSE,HIST342,Fall2018,The Rise of the Conservative Movement in the United States Since 1945,FALSE
"Fullilove,Courtney",..T.R.. 08:50AM-10:10AM;,TBA,15,4,7,15,NA,2,2,NA,NA,FALSE,HIST362,Fall2018,Issues in Contemporary Historiography,FALSE
"Holmes,Oliver W.",..T.R.. 08:50AM-10:10AM;,TBA,15,4,7,15,NA,2,2,NA,NA,FALSE,HIST362,Fall2018,Issues in Contemporary Historiography,FALSE
"Tucker,Jennifer",..T.R.. 08:50AM-10:10AM;,TBA,15,4,7,15,NA,2,2,NA,NA,FALSE,HIST362,Fall2018,Issues in Contemporary Historiography,FALSE
"Holmes,Oliver W.",..T.R.. 02:50PM-04:10PM;,TBA,19,2,4,19,NA,2,4,5,2,FALSE,HIST383,Fall2018,French Existentialism and Marxism,FALSE
"Holmes,Oliver W.",..T.R.. 02:50PM-04:10PM;,TBA,15,NA,NA,15,NA,NA,NA,NA,15,FALSE,NANA,NANA,History and the Humanities II (FYS),FALSE
"Eudell,Demetrius L.",..T.... 04:30PM-05:50PM;,TBA,10,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,HIST195,Spring2019,Mellon Mays Seminar,FALSE
"Holmes,Oliver W.",..T.R.. 10:20AM-11:40AM;,TBA,40,2,5,40,NA,10,3,10,10,FALSE,HIST202,Spring2019,Early Modern Europe,FALSE
"Twagira,Laura Ann",..T.R.. 02:50PM-04:10PM;,TBA,25,2,2,25,NA,2,2,13,4,FALSE,HIST217,Spring2019,Africa to 1800,FALSE
"Smolkin,Victoria",..T.R.. 02:50PM-04:10PM;,TBA,30,5,1,30,NA,3,1,10,10,FALSE,HIST219,Spring2019,"Russian and Soviet History, 1881 to the Present",TRUE
"Masters,Bruce A.",.M.W.F. 08:50AM-09:40AM;,TBA,30,4,3,30,NA,3,2,8,10,FALSE,HIST231,Spring2019,Islamic Civilization: The Classical Age,TRUE
"Miller,Cecilia",..T.R.. 02:50PM-04:10PM;,TBA,30,5,5,30,NA,5,5,5,5,FALSE,HIST242,Spring2019,World History,FALSE
"L�pez Fadul,Valeria",..T.R.. 08:50AM-10:10AM;,TBA,30,5,5,30,NA,5,5,5,5,FALSE,HIST245,Spring2019,Modern Latin America Since 1810,TRUE
