instructor,time,location,maxcap,srmajor,jrmajor,available,grad,srnon,jrnon,so,fr,ispoi,section,code,sem,division,gradingmode,prereq,fulfills,title,iscross,description
"Karamcheti,Indira",..T.R.. 08:50AM-10:10AM;,CAMS 3;,15,NA,NA,2,NA,NA,NA,NA,15,FALSE,01,AMST119,Fall2016,HA AMST,Student Option,None,(EDST-MN),Reading Difference,FALSE,"How do we make sense of literary texts that are ""different""--whether in culture, language use, form, or subject matter? This course is an introduction to writing that challenges the reader to ""make sense"" of works that depart from the familiar, whether through racial, ethnic, or gendered difference; sexual orientation; linguistic/cultural use; or formal experimentation. Throughout the course, the emphasis will be on strategies of interpretation, including such topics as cultural expectation, ""bad"" English, realism and the avant garde, and tradition and modernity. We will look at a varied list of works, including Jiro Adachi's THE ISLAND OF BICYCLE DANCERS, Christopher Abani's GRACELAND, Susan Sontag's NOTES ON ""CAMP,"" and Guillermo G�mez-Peña's NEW WORLD BORDER, among others."
"Hill,Patricia R.",..T.R.. 02:50PM-04:10PM;,FISK404;,30,0,2,5,NA,0,0,14,14,FALSE,01,AMST175,Fall2016,SBS AMST,Graded,None,(AMST),Soundscapes and Aurality in American Culture: An Introduction to American Studies,FALSE,"This course is intended as an introduction to interdisciplinary thought, to American studies as a field, and to the hemispheric and transnational intellectual direction of the American Studies Program at Wesleyan. Its goal is to answer the question, What IS American studies? The focus for this semester is the emerging scholarship on sound and aurality that addresses, as a special issue of AMERICAN QUARTERLY argued recently, the following questions: What role can sound play in analyzing contemporary debates around empire, immigration, and national culture? Where is sound in the cultural and political legacies of American culture and where is it in the long history of nation-building? What role have hearing and listening played in American formations of race, ethnicity, sexuality, gender, and class, and how has the birth of recorded sound in the late 19th century informed those formations? How are new sound technologies and sonic media practices impacting American identities in the age of globalization? What are the political economies of sound? Does citizenship have a sound? Over the course of the semester, we will listen to archived sounds as well as sample new ways of interpreting the enculturated nature of sound, from the howling wilderness of the colonial era to the aural pluralism of digital media and music in the Internet era."
"Kauanui,J. Kehaulani",.M.W... 01:20PM-02:40PM;,FISK208;,42,8,28,-8,NA,0,0,6,NA,FALSE,01,AMST200,Fall2016,SBS AMST,Graded,None,(AMST)(CBST-MN)(EDST-MN),Colonialism and Its Consequences in the Americas,TRUE,"Why does colonialism matter to the fields of American studies, Latin American studies, and Caribbean studies? What have been the consequences of colonialism for the nations that make up the Western Hemisphere? This course offers a transnational, hemispheric approach to the study of the Americas through a comparative analysis of colonial ventures and their consequences. With a focus on the interactions of indigenous, European, and African peoples, the course introduces diverse theoretical and methodological approaches to a range of issues and topics, such as franchise colonialism and settler colonialism; the organization of production, including state labor systems, chattel slavery, and indenture; governance and colonial bureaucracies; the formation of colonial cultures and syncretic belief systems; independence movements and the emergence of nation-states, as well as decolonization struggles."
"Tang,Amy Cynthia",..T.... 07:10PM-10:00PM;,FISK412;,15,5,10,10,NA,0,0,0,NA,FALSE,01,AMST202,Fall2016,SBS AMST,Graded,None,(AMST),Junior Colloquium: Representing Race in American Culture,FALSE,"This junior colloquium offers an introduction to several key critical issues and debates concerning the representation of race in American culture. In addition to reading several accounts and critiques of how racial minorities have been represented by the dominant culture, we will also consider how racial subjects have theorized ways of representing themselves in response to the burden of such stereotyping and objectification. The course is organized around two case studies. The first of these will focus on one of American culture's ""primal scenes"" of racial representation: blackface minstrelsy. Considering a variety of critical, literary, and visual texts, we will examine how African American images and culture became a way for working-class and other whites to negotiate their own identities and how African American artists and intellectuals have responded to this troubling legacy. In the second half of the course, we will turn our attention to questions of cultural representation that originate from the racial context often deemed to be the opposite of the African American experience: that of Asian Americans. If African Americans have long been the target of overtly negative stereotypes, Asian Americans have been subjected to what one critic has called ""racist love""--that is, a tradition of putatively positive stereotypes that have produced a different set of representational problems for Asian Americans. Together, these case studies will allow us to explore a wide range of models for thinking and writing about race in American culture."
"Glick,Megan H.",.....F. 08:50AM-11:40AM;,BOGH115;,15,3,3,-1,NA,3,3,3,0,FALSE,01,AMST208,Fall2016,SBS AMST,Graded,None,(AMST),Junior Colloquium: Visual Culture Studies and Violence,FALSE,"In this course, students will gain important foundational knowledge of the field of visual cultural studies. We will cover theories of the gaze, photographic sight, film and media, spectatorship and witnessing, museums and exhibitions, and trauma and memory, among others. Particular attention will be paid to issues of power, complicity, and resistance as we consider what it means to be ""visual subjects"" in historical and contemporary contexts. We will address how different media--from photography, to television, to film, to the Internet--transform our understanding of images and what it means to both ""look"" and ""be seen."" As a primary case study, this course will interrogate the politics of violence, focusing on the relationship between the production of visual culture(s) and acts of individual, collective, and state aggression. We will ask, How have images served to propagate climates of violence against marginalized persons? What are the ethics of looking at pain, torture, and exploitation? Do such images help us to work toward social change or create attitudes of indifference? How do images of war, prisons, pornography, death, crimes, famine, and disease shape our understandings of citizenship, nationality, and identity? Finally, how does the representation of difference--race, gender, sexuality, class, and disability--inform and/or transform conceptions of violence and its place in the visual field?"
"Johnson,Khalil Anthony",.M.W... 02:50PM-04:10PM;,PAC125;,35,4,5,-1,NA,4,2,10,10,FALSE,01,AFAM203,Fall2016,SBS AFAM,Graded,None,(AFAM)(AFST-MN)(AMST)(CBST-MN),"African American History, 1444-1877",TRUE,"In 1482 Portuguese colonists erected Elmina Castle in present day Ghana. Ten years later, Christopher Columbus made landfall in the Caribbean in 1492. This course will examine the global consequences of what these two events held for people of African descent. Focusing on a period from the 15th to the late 19th centuries, we will explore how black people in the Americas and Africa, how people of African descent in the Americas and Africa have experienced and responded to colonialism. Through a comparative framework holding the United States, the Caribbean, South America, Africa, and Europe in concert, we will analyze how debates concerning enslavement and freedom, indigeneity and civilization, and pan-Africanism and national citizenship played out in different contexts."
"Grappo,Laura",..T.R.. 01:20PM-02:40PM;,FISK208;,25,5,7,0,NA,3,3,5,2,FALSE,01,AMST218,Fall2016,SBS AMST,Graded,None,(AMST),Introduction to Queer Studies,TRUE,"This course will examine major ideas in the field of queer studies. Relying upon theoretical, historical, and cultural studies texts, we will consider the representation and constructions of sexuality-based identities as they have been formed within the contemporary United States. We will explore the idea of sexuality as a category of social identity, probing the identities of lesbian, gay, bisexual, and transgender to try to understand what they really mean in various cultural, social, legal, and political milieus. In doing so, we will ask, What does it mean to study queerness? What do we mean by ""queer studies""? How do institutions--religious, legal, scientific--shape our understandings of queer identities? In what ways do sexuality and gender interact, and how does this interaction inform the meanings of each of these identity categories? How do other social categories of identification--race, ethnicity, class, etc.--affect the ways in which we understand expressions of queerness? Moreover, what does studying queerness tell us about the workings of contemporary political, cultural, and social life?"
"Schatz,Ronald W.",..T.R.. 01:20PM-02:40PM;,PAC421;,30,4,3,6,NA,3,3,9,8,FALSE,01,HIST210,Fall2016,SBS HIST,Graded,None,(AMST)(HIST-MN)(SISP-Hist Conc),Jews & America,TRUE,"This course will investigate why Jews came to America and how they and their children adapted to their new home. It will explore American Jews' relations with other groups, including the Irish Americans, African Americans and the white Anglo-Saxon Protestant elite, and Jews in other parts of the world. Finally, the course will consider Jews' quite significant impact on the American economy, politics, society, and culture. Although it will begin with the colonial era, the course will focus primarily on the 19th and especially the 20th centuries."
"Grappo,Laura",.M.W... 10:50AM-12:10PM;,FISK208;,30,7,7,-1,NA,2,3,7,4,FALSE,01,AMST225,Fall2016,SBS AMST,Graded,None,(AMST)(CBST-MN),Latinidad: Introduction to Latina/o Studies,FALSE,"This course will introduce major themes within the field of Latina/o studies, using an interdisciplinary approach to analyze the experiences of Latinas/os within the United States and throughout the Americas. Employing a range of historical, theoretical, political, and cultural texts, this class will ask students to think about a number of issues central to the field of Latina/o studies, including migration, language, nationalism, indigeneity, education, labor, assimilation, and cultural imperialism. This course will also look at the ways in which intersectional identifications, including race, sexuality, and gender, operate within frameworks of Latinidad.Methodologically, this course will draw from such diverse fields as ethnic studies, history, political science, border studies, gender theory, sexuality studies, critical race theory, and urban studies. As we utilize a broad range of texts and synthesize diverse perspectives and ideas, students will be asked to interrogate formative concepts, such as the border, America(s), and the nation. Central class queries will probe the boundaries of Latina/o identity, the working of intersectional identities, patterns of migration, and the ways in which institutional power shapes the contemporary Latina/o experience."
"Clawson,Mary Ann",.M.W... 01:20PM-02:40PM;,PAC136;,25,5,7,-1,NA,3,5,5,NA,FALSE,01,SOC246,Fall2016,SBS SOC,Graded,SOC151,(AMST)(EDST-MN)(FGSS)(SISP-Soc Conc)(SOC),Social Movements,TRUE,"How, when, and why do social movements emerge? What motivates individuals to participate? What transforms problems into grievances and grievances to action? How should movements be organized, and what tactics should they use? What factors explain movement success and failure (and how should success and failure be defined)? What is a social movement, anyway? This course seeks to introduce you to some of the major ways scholars have approached such questions and, at the same time, to give a sense of both the high drama and the everyday details of social movement activism, using historical and sociological case studies. Course readings concentrate on U.S. movements, including racial justice, class, gender, and sexuality-based activism."
"Glick,Megan H.",..T.R.. 10:20AM-11:40AM;,FISK208;,30,6,10,-4,NA,2,2,10,NA,FALSE,01,AMST256,Fall2016,SBS AMST,Graded,None,(AMST)(SISP)(SISP-ScieDblMjr),Race and Medicine in America,TRUE,"This course will trace ideas of race in American medical science and its cultural contexts, from the late 19th century to the present. We will explore how configurations of racial difference have changed over time and how medical knowledge about the body has both influenced, and helped to shape, social, political, and popular cultural forces. We will interrogate the idea of medical knowledge as a ""naturalizing"" discourse that produces racial classifications as essential, and biologically based. We will treat medical sources as primary documents, imagining them as but one interpretation of the meaning of racial difference, alongside alternate sources that will include political tracts, advertisements, photographs, newspaper articles, and so on. Key concepts explored will include slavery's medical legacy, theories of racial hierarchy and evolution, the eugenics movement, ""race-specific"" medications and diseases, public health politics and movements, genetics and modern ""roots"" projects, immigration and new technologies of identification, and intersections of race and disability."
"Lennox,Jeffers",..T.R.. 10:20AM-11:40AM;,PAC002;,35,4,5,-4,NA,3,3,13,7,FALSE,01,HIST237,Fall2016,SBS HIST,Graded,None,(AMST)(HIST-MN)(HIST)(SISP-Hist Conc),Early North America to 1763,TRUE,"From the arrival of the earliest fishing ships off the coast of Newfoundland to the fall of New France at the close of the Seven Years' War, North America was the site of entangled encounters. Overlapping imperial claims and the construction of new societies took place on a continent long inhabited by powerful Indigenous groups. This course will examine North America as a contested and negotiated territory in which imperial plans were subjected to local contexts and contingencies. Using primary and secondary sources, we will examine major events (explorations, encounters, and wars), the rise and fall of imperial powers (French, British, Dutch, and Spanish), and the daily realities that shaped experiences in North America (trade, religion, sex, forced migrations, and disease)."
"John,Maria Katherine",.M.W... 10:50AM-12:10PM;,DWNY113;,25,6,6,5,NA,0,0,7,6,FALSE,01,AMST285,Fall2016,SBS AMST,Graded,None,(AMST),Decolonizing Discourses: An Introduction to Native American and Indigenous Studies,FALSE,"This class offers an introduction to the field of Native American and indigenous studies (NAIS) and its interdisciplinary approaches to the study of indigenous nations, cultures, peoples, and histories in the United States and around the world. Work in NAIS employs a range of critical perspectives to address histories of colonialism, settler colonialism, and decolonization; the mistreatment and misrepresentation of indigenous peoples and cultures; and the crucial role of indigenous peoples and tribal nations in shaping contemporary global cultures. We will explore critical issues facing Native communities, including legal and cultural identities, revitalization, environmental racism, transnationalism, indigenous feminisms, gender and sexuality, and indigenous sovereignty. In the process of interrogating these topics, we will read scholarship that introduces us to different methods of studying these issues and provides a solid basis in the history of Native North America and the global indigenous movement. In addition to reading foundational works in NAIS, we will draw on work in cultural studies, history, anthropology, settler colonial studies, critical race and ethnic studies, and literature, to understand how scholars have tried to make sense of the past, present, and future of indigenous communities in the United States and around the world."
"Weiss,Margot",.M.W... 02:50PM-04:10PM;,CAMS 1;,15,5,5,5,NA,0,0,5,NA,FALSE,01,AMST286,Fall2016,SBS AMST,Graded,None,(AMST),Queer Activism and Radical Scholarship: Beyond Theory vs. Practice,TRUE,"This course explores the relationship between scholarship and activism, with a focus on intersectional radical queer scholarship and activism--queer left, black radical, trans, immigration, prison abolition, and sex work--in the US. We will aim to connect the too-often bifurcated realms of academia and activism, theory and practice, research and action, so that we might think through the political stakes of knowledge-making in and outside the so-called ""ivory tower,"" explore interdisciplinary methodologies we might use to study and learn from (and with) activists (including ethnography, oral history, community archive), and gain insight into the histories and current realities of social justice movements, campus activisms, the work of a radical imagination, art and activism, the impasse of the political present, and more. To put your theory into practice, you will undertake a semester-long radical research project on a queer issue or activist organization--past or present--of your choice."
"Bui,Long Thanh",.M..... 07:10PM-10:00PM;,BOGH113;,15,5,5,1,NA,1,2,2,0,FALSE,01,AMST304,Fall2016,SBS AMST,Graded,None,(AMST)(SISP)(SISP-ScieDblMjr),Techno-Orientalism,TRUE,"This class analyzes the ways Asians and Asian Americans have been tied to science and technology, an association that may seem obvious but is understudied. Throughout the course, the overarching theme of techno-Orientalism will help frame discussions of cyborgs, globalization, digital industry, labor, high-tech education, and economics. Students will understand how and why Orientalism--or the Western sense of people from the East as dangerous enemies/exotic foreigners--gets warped in the technological age. Key issues include the preponderance of Asians in scientific fields and technological industries and the popular representation of Asians as robots or cyborgs. Our seminar will explore how U.S.-Asian transnational relations shaped the rise of Asian high-tech superpowers like Japan, South Korea, India, Singapore, and China, as well as emergent powerhouses like Vietnam. The class focuses on the contemporary postmodern period, centering on the late 20th century to early 21st century. As an interdisciplinary seminar, we will cover the gamut of fields from sociology to literature to philosophy to technoculture studies."
"Kauanui,J. Kehaulani",..T.R.. 02:50PM-04:10PM;,CAMS 1;,16,8,8,0,NA,0,0,0,NA,FALSE,01,AMST307,Fall2016,SBS AMST,Graded,None,(AMST)(SISP-Anth Conc),Indigenous Politics,TRUE,"This seminar will feature select historical moments, geographical sites, and case studies to explore the complexities of life for indigenous peoples in the Pacific Islands and North America subject to the authority of the United States, Canada, and Mexico. The course will examine indigenous peoples' varied political status in relation to questions of sovereignty and self-determination, structures of domination and resistance, and myriad forms of indigenous agency. Readings will focus on the recognition and assertion of collective rights, treaty rights and land claims, and self-governance under independent states' and international law. Films and guest lectures will complement the required texts."
"Bui,Long Thanh",..T.R.. 08:50AM-10:10AM;,FISK101;,15,5,5,4,NA,2,1,2,0,FALSE,01,AMST340,Fall2016,SBS AMST,Graded,None,(AMST),Asian American Gender and Sexuality in Historical Perspective,FALSE,"This seminar approaches the study of Asian Americans through the lens of gender and sexuality. Topics include sexual fetishes/orientation, dating, marriage, sexual violence/harassment, exoticism, queer politics, and gender expression/nonconformity. We will consider controversial ""adult-themed"" materials that will provoke discussion and critical thinking about what it means to Asian American and a sexual being. The historical time frame of the class will be mostly the late 17th century until the 21st century. There is an added transnational dimension with focus on sexuality in Asia. The seminar contains a cultural politics/sexual politics component that analyzes student activism and organizing around hotly contested issues. Through an interdisciplinary lens, texts will draw from numerous fields of study including sexology, women and gender studies, literary studies, film studies, and sociology."
"McAlister,Elizabeth",.M.W... 01:20PM-02:40PM;,FISK413;,15,NA,NA,2,NA,NA,NA,NA,15,FALSE,01,RELI391,Fall2016,SBS RELI,Graded,None,(AFAM)(AMST)(CBST-MN)(EDST-MN)(RELI)(SISP-Reli Conc),Religion and the Social Construction of Race,TRUE,"In this course we examine aspects of the intersections between race and religion in a number of historical and social contexts. We place at the center of our discussions the question of how race and religion are co-constructed categories that function as a prism through which people come to understand and experience their own identities and those of others. We will privilege interpretations that emphasize (a) the intersections of race and religion as a process in which power plays a pivotal role; and (b) the means through which communities form collective identities. We will read a range of historical analysis and primary source materials from the U.S. and the Caribbean. After a theory module, we will examine a colonial-era captivity narrative, antebellum pro-slavery document, missionary works, analyses of anti-Semitism, works on Father Divine, the Nation of Islam, Rastafari, Haitian Vodou, Jonestown, the Christian White Supremacy movement, as well as the contemporary U.S. relationship to the Middle East."
"McAlister,Elizabeth",..T.R.. 01:20PM-02:40PM;,FISK413;,24,8,7,1,NA,3,3,3,0,FALSE,02,RELI391,Fall2016,SBS RELI,Graded,None,(AFAM)(AMST)(CBST-MN)(EDST-MN)(RELI)(SISP-Reli Conc),Religion and the Social Construction of Race,TRUE,"In this course we examine aspects of the intersections between race and religion in a number of historical and social contexts. We place at the center of our discussions the question of how race and religion are co-constructed categories that function as a prism through which people come to understand and experience their own identities and those of others. We will privilege interpretations that emphasize (a) the intersections of race and religion as a process in which power plays a pivotal role; and (b) the means through which communities form collective identities. We will read a range of historical analysis and primary source materials from the U.S. and the Caribbean. After a theory module, we will examine a colonial-era captivity narrative, antebellum pro-slavery document, missionary works, analyses of anti-Semitism, works on Father Divine, the Nation of Islam, Rastafari, Haitian Vodou, Jonestown, the Christian White Supremacy movement, as well as the contemporary U.S. relationship to the Middle East."
"Pfister,Joel",...W... 07:10PM-10:00PM;,BOGH114;,30,1,2,0,NA,NA,NA,14,13,FALSE,01,AMST177,Spring2017,SBS AMST,Graded,None,(AMST),American Movies as American Studies: An Introduction to American Studies,FALSE,"Our aim is to see how movies from the 1930s to the present can help us grow as critical (and self-critical) American studies thinkers (and have fun, even as we question this fun, doing it). Talkies appeared as a complex mass-cultural form of American studies--exported all over the world--precisely when the academic field of American studies emerged in the early 1930s. From the get-go, movies involved in mass-disseminating America's inventions of power have shown--in very entertaining ways--that their critical insight can blow the whistle on how the reproduction of Americans and American ideologies are pulled off. Together we will explore the modern Americanization of power and focus our conversations on four intersecting concerns that movies are particularly good at illuminating: (1) how culture industries (including movies) shape consciousness, needs, desires, incentives, and sense of belonging and limit our sense of what constitutes problems and solutions; (2) how social critique (even movie critiques of movies) can be mass-popularized; (3) how America makes Americans, especially, into workers (even if they hate what they do and wonder about what and who they are working for) and weapons (even if they are frightened and wonder about what and who they are fighting for and against); and (4) how and why America constructs difference (gender, race, individuality, national identity). This seminar is a thinking-intensive and imagination-intensive critical project designed to introduce students to compelling big-picture concerns vital to American studies."
"Weiss,Margot",.M..... 01:20PM-04:10PM;,CAMS 1;,15,4,8,2,NA,0,0,3,NA,FALSE,01,AMST201,Spring2017,SBS AMST,Graded,None,(AMST),Junior Colloquium: Critical Queer Studies,TRUE,"This junior colloquium will give you a solid theoretical foundation in the field of queer studies. Although ""queer"" is a contested term, it describes--at least potentially--sexualities and genders that fall outside normative constellations. However, as queer studies has been institutionalized in the academy, in popular culture, and in contemporary political movements, many argue that today, ""queer"" has lost its political charge. This course, a reading-intensive seminar, will give you the opportunity to explore this history and debates. We will start with some of the foundational works in queer theory and then move to tensions and unlikely correspondences between queer theory and critical race theory, transgender studies, queer anthropology, Marxism, feminist theory, and disability studies. Rather than understanding queer studies as a singular or coherent school of thought, we will continuously problematize queer studies as a field and a mode of analysis, asking, What kinds of bodies or desires does queer describe? What are the politics of queer? What are the promises of queer theory, and what are its perils? What is the future of queer? This course is excellent preparation for a queer studies concentration in American studies. Students should expect to end the semester confident of their ability to read queer theory, critique it, and imagine the uses to which queer theory might be put."
"Grappo,Laura",.....F. 01:20PM-04:10PM;,CAMS 1;,15,3,3,-3,NA,3,3,3,0,FALSE,01,AMST209,Spring2017,SBS AMST,Graded,None,(AMST),Junior Colloquium: Cultural Theory and Analysis,FALSE,"In this course we will interrogate the ways in which we come to understand cultural representation and theories of social and political power within the field of American studies. We will analyze forms of representation using an array of theoretical and textual methods, from economic and class theories, to visual theory to feminist studies and critical race analysis, to theories of virtuality and freakery. We will engage with both highly dense theoretical pieces, as well as more popular cultural texts, such as film, comics, documentaries, and websites."
"Karamcheti,Indira",..T.R.. 02:50PM-04:10PM;,CAMS 3;,15,3,3,0,NA,3,3,3,0,FALSE,01,AMST224,Spring2017,HA AMST,Graded,None,(AMST),History of American English,FALSE,"What is American English and how did it get to be what it is? This course will begin with the general history and development of the English language, looking at central issues such as sound (the Great Vowel Shift, Grimms Sound Change laws), sense (grammar, vocabulary, usage), and standardization (orthography, dictionaries). What makes our particular kind of English ""American""?  We will learn about the role of different groups in its development: Native Americans, African Americans, and immigrant languages of various kinds, including Yiddish and Spanish. In addition, we will analyze the workings of class, youth culture, and gender. Throughout, the class will examine questions at the heart of our language debates: a ""national language,"" ""Ebonics,"" and bilingual education. If English is today the international ""lingua franca,"" is American English particularly the language of power?  What are the different kinds of power exerted by, for instance, business English and slang?"
"Schatz,Ronald W.",..T.R.. 01:20PM-02:40PM;,PAC002;,40,5,5,4,NA,1,2,15,12,FALSE,01,HIST240,Spring2017,SBS HIST,Student Option,None,(AMST)(EDST-MN)(HIST-MN)(SISP-Hist Conc),The United States Since 1901,TRUE,"The course will explore the history of the United States from 1901 until recent times. The central focus will be on politics and society, although economics, relations with other nations, intellectual movements, popular culture, education, sports, and other topics will, of course, be discussed. The unifying theme will be the emergence of modern liberalism during the Progressive Era and its dominance in American politics and thought by the mid- 20th century. Beginning in the 1940s, however, minorities hostile to modern liberal values and policies emerged. Conservative groups and thinking proved quite successful in the latter 20th and early 21st centuries."
"Kauanui,J. Kehaulani",.M.W... 01:20PM-02:40PM;,FISK210;,16,8,8,2,NA,0,0,0,NA,FALSE,01,AMST240,Spring2017,SBS AMST,Graded,None,(AMST),Hipsters,TRUE,"This course will focus on the contemporary hipster subculture after examining a critical genealogy and racial history of the origins of the concept. From black jazz artists and zoot-suitors in the 1940s who defined ""hip"" and ""cool,"" to the post-World War II burgeoning literary scene of the Beat Generation that codified the figure of the hipster as an American bohemian strangled by social conformity, there has been a cultural politics of being ""in the know."" Derived from the term used to describe these earlier movements, the term ""hipster"" reappeared in the 1990s and became especially conspicuous in the 2000s to the present. Today's hipsters are generally associated with whiteness, indie music, a vintage fashion sensibility, liberal political views, organic and artisanal foods, as well as racial gentrification in urban neighborhoods in Brooklyn and select cities such as Portland and San Francisco. Perhaps curiously, members of this subculture typically disassociate themselves from this cultural category, as outsiders often use the term hipster as a pejorative. In an attempt to understand why hipsters differentiate their actions from the hipster stigma, students will study the contemporary discourse about hipsters, along with a historical analysis of the term and its use in popular culture to get a better understanding of race, class, gender, and the commodification of style. Other topics for exploration include stereotypes, authenticity debates, hipster racism, so-called ""blipsters,"" the death of irony, hipster chic, ""hipster run-off,"" the resentment of hipsters, and forecasts of ""the end of the hipster."""
"Morawski,Jill G.",..T.R.. 10:20AM-11:40AM;,PAC002;,40,12,12,3,NA,0,0,12,4,FALSE,01,PSYC259,Spring2017,SBS PSYC,Graded,PSYC105,(AMST)(PSYC)(SISP)(SISP-ScieDblMjr),Discovering the Person,TRUE,"This course surveys major developments in psychology and psychiatry from 1860 to 1980. Through readings and lectures, the course introduces the major schools, theories, and systems in the American ""psy"" sciences. We examine the kinds of persons who were ""discovered,"" the techniques of discovery, the extensions of psychological ideas to institutions and policy formulations, and the consequences of these discoveries for public as well as private life. We examine psychological phenomena that were located, catalogued, and explained by these sciences, including irrationality, sexuality, cognitive powers, personality, emotional processes, neurotic behaviors, intelligence, addictive tendencies, and the will. Attention is also given to the scientific grounds for investigating persons, the empirical evidence sought in the century-long process of discovering and naming psychological kinds, and the modes of producing this knowledge (aggregate methods, case study, and theories). Readings include primary source documents, histories of the disciplines, and philosophical analyses."
"Barber,Charles    Bellamy,Chyrell",....R.. 07:10PM-10:00PM;,CAAS LOUNG;,18,NA,NA,NA,NA,NA,NA,NA,NA,TRUE,01,AFAM269,Spring2017,SBS AFAM,Graded,None,(AFAM)(AMST),"Race, Incarceration, and Citizenship: The New Haven Model",TRUE,"This course will explore the elements of local responses to contemporary criminal justice issues, drawing on current research projects in New Haven. The course will explore a variety of promising practices, which emphasize community engagement and individual citizenship over incarceration and punishment. Topics will include evidence-based practices to reduce criminal recidivism, mental health issues in the criminal justice system, treatment engagement, and the creation of valued roles in the community. Students will have the opportunity to participate in federal research studies."
"Hatch,Anthony Ryan",.M.W... 01:20PM-02:40PM;,FISK302;,30,9,9,-9,NA,4,4,4,0,FALSE,01,SISP262,Spring2017,SBS SISP,Graded,None,(SISP)(SISP-ScieDblMjr)(SOC),Cultural Studies of Health,TRUE,"Nothing is more fundamental to the human condition than our most basic right--the right to healthy life. Tragically, this right is inequitably distributed across human bodies and populations, especially along axes of race, gender, class, age, and nationality. In fact, persons residing in the U.S. do not have a right to healthy life. Issues of health and illness are, quite literally, matters of life and death that are shaped by broader political and economic institutions in human societies. In neoliberal nation states like the U.S., the guardian of the right to live a healthy life is a highly bureaucratic and technological form of corporate medicine. Medicine comprises a network of social institutions and technoscientific practices that people have created and use to diagnose and heal our bodily and psychic ills. While the practice of medicine has produced dramatic improvements in life expectancy and quality of life for billions of people, most people on the planet do not have access to basic medical care. Who thrives, who gets sick, who dies, and why constitute core questions for social justice. This course investigates the complex embroidery of biosocial and cultural processes that shape the unequal experiences and meanings of health. Cultural studies of health document the role of medicine as a great instrument of power that both generates and alleviates suffering. As more and more areas of social life and parts of bodies are falling under the control of medicine (a process called medicalization), we must ask, What are the dynamics and implications of medicalization for human societies and cultures? Drawing on provocative readings and media from diverse fields in sociology and cultural studies of science, technology, and medicine, this course will investigate these questions and more with an emphasis on the answers to them might contribute to social justice and improve the conditions necessary for human thriving.�"
"Caplan,Jennifer Ann",..T.R.. 01:20PM-02:40PM; ....R.. 04:30PM-07:00PM;,PAC004;  PAC004;,50,15,10,3,NA,10,5,5,5,FALSE,01,RELI278,Spring2017,SBS HIST,Graded,None,(AMST)(RELI),American Jewish Humor,TRUE,"This course is a look at American Jewish history through one particular lens--that of the peculiar phenomenon of Jewish humor. There is a long history of Jews and humor that has nothing to do with the immigrant experience in America, but the immigrant experience in America nonetheless has a great deal to do with the humor that has been produced by Jews in this country, particularly in the 20th century. We will read some historical background on American Jews and some humor theory as our foundation for our understanding of film viewings, short stories, stand-up comedy performances, and musical recordings. By looking at the way Jewish humor changed throughout the 20th century, we should, in the end, be able to chart the way the lives of American Jews were changing and have a deeper understanding of the American Jewish experience."
"Schatz,Ronald W.",.M..... 01:20PM-04:10PM;,PAC413;,15,3,4,1,NA,2,2,4,0,FALSE,01,HIST380,Spring2017,SBS HIST,Graded,None,(AMST)(HIST-MN)(HIST),Labor and Religion in American History,TRUE,"The seminar will explore how religious faith, ideas, and organizations influenced labor over the course of American history since the Industrial Revolution. It will begin with Old and New Testaments, Marx and Engels, and some of the path-breaking work on religion in English working-class, then focus on America including the social gospel, Christian socialism, the Catholic Church and labor unions, black churches, immigrant churches, militant secularism (itself a kind of faith), the influence of faith of employers and mediators, and other aspects of the subject."
"Quijada,Justine",.M.W... 10:50AM-12:10PM;,ALLB004;,19,3,4,-2,NA,3,4,3,2,FALSE,01,CHUM312,Spring2017,HA CHUM,Graded,None,(AMST)(RELI),Indigenous Religion and the New Age: Inspiration or Appropriation?,TRUE,"Is imitation the sincerest form of flattery? This course examines the way in which indigenous religious practices, images, and ideas become appropriated into New Age religion. In GOD IS RED, Native American philosopher Vine Deloria Jr. argued that indigenous religion is superior to western Christianity and the Christian West has much to learn from it, but many indigenous people understandably object when their practices are copied by outsiders, decontextualized, and used to make a profit. Where is the line between respectfully learning from and disrespectfully appropriating? Why are indigenous practices so appealing to the New Age? How do New Age desires intersect with the needs and desires of contemporary indigenous practitioners, as well as national legal structures and neo-liberal economies? What are the contexts within which decontextualized indigenous practices and ideas become re-contextualized as New Age? We will read and deconstruct the classic manifesto of New Age spirituality THE TEACHINGS OF DON JUAN, examine the Ayahuasca patent case, and consider questions of intellectual property, cultural appropriation, and spiritual tourism."
